epoch,train_loss,val_loss,train_rmse,val_rmse,train_pearson,val_pearson
0,0.7673696642698243,0.7446804642677307,0.23667884351209154,0.19402460753917694,0.9936646975750147,0.9795545339584351
1,0.7263474207977916,0.5312326550483704,0.22795736827822619,0.21512272953987122,0.9388389559679253,0.6655965447425842
2,0.6702173756998638,0.5118668079376221,0.23421126832795697,0.19197039306163788,0.8559916399246038,0.64785236120224
3,0.6469373782013738,0.5061777830123901,0.22396636619124302,0.18529759347438812,0.8271258230819258,0.642582356929779
4,0.6330059557460075,0.5022808313369751,0.22040628725013067,0.18594816327095032,0.8087492934493131,0.6367363929748535
5,0.6216738753540572,0.48958373069763184,0.21822730510733848,0.1851317286491394,0.793495550266532,0.6189520359039307
6,0.6120428293250327,0.5046555399894714,0.2167804095980733,0.19626867771148682,0.7803577421709549,0.6357025504112244
7,0.6052279590174209,0.4726470410823822,0.21574193110992743,0.18856757879257202,0.7710680397443993,0.5932766199111938
8,0.6005479417568029,0.5146340727806091,0.21530020112215087,0.19385135173797607,0.7645714558834253,0.6509889364242554
9,0.5969121072181436,0.4832615256309509,0.21478077159371486,0.18504869937896729,0.7596002989037093,0.609950602054596
10,0.5913888552854227,0.4862516224384308,0.21427220192759536,0.19294168055057526,0.7519287591756776,0.6108286380767822
11,0.5881005561629007,0.495676726102829,0.2139091435906499,0.1900775283575058,0.7473863113758176,0.6255276203155518
12,0.5854845087195552,0.45582225918769836,0.21364471635153126,0.18505200743675232,0.7437627879686134,0.5707482099533081
13,0.5821125630722489,0.4810103178024292,0.21323145350744557,0.1902391016483307,0.7391224086284638,0.6045044660568237
14,0.5792315638342569,0.47275254130363464,0.2129612194937329,0.1952684074640274,0.7351229642712793,0.5905497074127197
15,0.5768247980017994,0.46170780062675476,0.21285609696493593,0.19445006549358368,0.7317296891711479,0.5751248598098755
16,0.5746970293133757,0.4390014410018921,0.21233989686466928,0.18269945681095123,0.7289110104705012,0.5477285385131836
17,0.5725006800751353,0.46018463373184204,0.21204475323821223,0.19515593349933624,0.7258996567060781,0.572645902633667
18,0.5711034690224848,0.4383517801761627,0.21212195698605027,0.1871485859155655,0.7238706943600677,0.5448912382125854
19,0.5684034325355707,0.4796770513057709,0.21166093352922175,0.19731521606445312,0.7202111161032388,0.5995661616325378
20,0.566731340801993,0.43928924202919006,0.21171008393514987,0.18683995306491852,0.7178011622539786,0.5463643074035645
21,0.5644452625928923,0.4385783076286316,0.21135038321101388,0.1807696670293808,0.714689189195633,0.5479511618614197
22,0.564002866107364,0.44707411527633667,0.2114039912126785,0.19449876248836517,0.7140346249868703,0.5541974306106567
23,0.5614888130232345,0.4428994953632355,0.21104453375866247,0.1917201727628708,0.7105967712956806,0.549429178237915
24,0.5596858820249868,0.43616294860839844,0.21079944157323172,0.189956933259964,0.7081264426541883,0.5405607223510742
25,0.5580953524556271,0.4359015226364136,0.21059578206650045,0.18457117676734924,0.7059410540170448,0.5424973964691162
