epoch,train_loss,val_loss,train_rmse,val_rmse,train_pearson,val_pearson
0,0.7444598390942528,0.7115607336163521,0.17048982120853254,0.25271628238260746,0.989975606795972,0.9076671451330185
1,0.6908039567331788,0.7934444174170494,0.1648491429431098,0.32066459581255913,0.9157462066443509,0.9955274239182472
2,0.5642455369234085,0.7431945353746414,0.15464131936194406,0.2851192019879818,0.7393272485997942,0.9389683306217194
3,0.4735366078438582,0.728548638522625,0.1458012622500223,0.28296858444809914,0.6135357544220313,0.9189686998724937
4,0.42701150358669343,0.8267160877585411,0.14030186061269392,0.3209850452840328,0.5494346527195482,1.0429044142365456
5,0.4002477721404777,0.7395297214388847,0.13627850151960813,0.29889386147260666,0.5129305375000787,0.9278124198317528
6,0.37473319360503443,0.763411320745945,0.13224076162333842,0.2797267660498619,0.47821948231843414,0.9701349958777428
7,0.36005912997104506,0.7449108436703682,0.1295792005916752,0.26535458490252495,0.45840177886069766,0.9498515427112579
8,0.3448750293917126,0.732680507004261,0.12680371734436857,0.2689068503677845,0.4379057726532063,0.9308478310704231
9,0.3360432259856708,0.6662406995892525,0.12484585978682079,0.27174143120646477,0.42613080774665507,0.8347304612398148
10,0.32624868977637517,0.7172714322805405,0.12312426967989831,0.2763688527047634,0.41288144295177764,0.905642144382
11,0.3180826068239868,0.7371637597680092,0.12161769335547452,0.2789761684834957,0.40186589073251794,0.9329137727618217
12,0.3105175672542481,0.6863937526941299,0.1203431098983086,0.2858002036809921,0.39161028890382676,0.8574650958180428
13,0.3042843009507845,0.6934627890586853,0.11887656631214279,0.290300365537405,0.38333605884244204,0.8656252175569534
14,0.3010995226798865,0.6989426165819168,0.118071299046278,0.2705686129629612,0.3791328351649027,0.8818866610527039
15,0.2962266470074023,0.7022076174616814,0.11713352838836649,0.2811306118965149,0.3725770797048296,0.8820430338382721
16,0.2924657838921698,0.7187045365571976,0.1164865124990385,0.27468540146946907,0.36748494751869687,0.9083830788731575
17,0.29269285984928645,0.7034263536334038,0.11671208341916402,0.2726271189749241,0.36771217162016206,0.8874091058969498
18,0.28122126618548043,0.6976763680577278,0.11419921141689417,0.2636105753481388,0.3524102311601084,0.8830926343798637
19,0.27826993226531954,0.6937225982546806,0.11342970628744711,0.26574790105223656,0.3485262546905134,0.8765007480978966
20,0.27726087033275576,0.6765851676464081,0.11319194002835839,0.2706378847360611,0.3471864274254552,0.8498993813991547
21,0.2758660850622667,0.6955603584647179,0.11301663612562513,0.2656811326742172,0.3452694641534614,0.8791511729359627
22,0.27267073445692264,0.7378382310271263,0.11242494335959828,0.2788121998310089,0.34096154097526793,0.9338275343179703
23,0.2659270717274575,0.6237368434667587,0.11084015263372628,0.2688008099794388,0.3320146986731776,0.7751716449856758
24,0.2674023152659179,0.7138424515724182,0.11112247320710036,0.2732164263725281,0.3339978896436237,0.9020081087946892
25,0.26543277391680964,0.7420121505856514,0.11090150264599336,0.2888958714902401,0.33127983773826924,0.9355186298489571
26,0.26424585759797425,0.7266981825232506,0.11055151018358413,0.25922056660056114,0.3297350395608831,0.9263675734400749
27,0.2557310556214322,0.6479274332523346,0.10844017563279344,0.2512614093720913,0.3184868655507527,0.8173246681690216
28,0.25535802700847543,0.6695403009653091,0.10832746634407649,0.2531060855835676,0.31800334841486005,0.8473708406090736
29,0.25581967795179006,0.6897826865315437,0.10869662300067603,0.262092474848032,0.31850240154871867,0.872388556599617
30,0.2570544361437439,0.6943266466259956,0.1088286531823022,0.27129050344228745,0.32020837289315685,0.8749517053365707
31,0.2520864536916768,0.7296504154801369,0.10768834592173339,0.2950003184378147,0.31360487915851454,0.9151931405067444
32,0.24895383878832772,0.7009448632597923,0.10707519816421958,0.2755664847791195,0.30939559252173815,0.882557101547718
33,0.2460942264429476,0.711396798491478,0.10656185008624874,0.27525021508336067,0.30553296728739665,0.8976208791136742
34,0.24717446992163936,0.6602483838796616,0.10674713427821796,0.25067872926592827,0.3069952379458796,0.8351069986820221
35,0.24829828557829378,0.6894463077187538,0.10706761936662058,0.2821333482861519,0.30845958057534756,0.863300085067749
36,0.2446770426378679,0.6654250770807266,0.1059531535381678,0.2686023525893688,0.3037701181318394,0.8347965851426125
37,0.24115226969674783,0.7423171475529671,0.10528373400922175,0.279170498251915,0.2990265267866629,0.9400941357016563
38,0.23955931569691058,0.6598281860351562,0.1049513262376268,0.29037564992904663,0.2968946321616097,0.8174398094415665
39,0.2394740658383521,0.6907405853271484,0.10479250098898928,0.267591867595911,0.2968406390260767,0.8713688775897026
40,0.23824958668814766,0.6395443826913834,0.10484730395138579,0.25289250165224075,0.2950680850359498,0.804536983370781
41,0.23790290104176,0.6596859693527222,0.10466756149338036,0.2669585347175598,0.29465141356306734,0.8272916749119759
42,0.23538267651878336,0.7029787078499794,0.10427111513400204,0.2886257506906986,0.29122242473420645,0.8798125311732292
43,0.23291708694563973,0.6828476563096046,0.10350663963922117,0.28045348450541496,0.28803339789784144,0.8545657396316528
