epoch,train_loss,val_loss,train_rmse,val_rmse,train_pearson,val_pearson
0,0.7426220932334819,0.76019736379385,0.16843771611256575,0.20947281457483768,0.9882429068681424,0.9953537657856941
1,0.6621879470096064,0.662722572684288,0.16270716614508754,0.21278417855501175,0.8757936492483452,0.8546935766935349
2,0.48982778491166534,0.6613161116838455,0.14748405984469823,0.21026183292269707,0.6360964139617941,0.8537595868110657
3,0.422882269614588,0.4962347745895386,0.13829786017064064,0.18757719732820988,0.5444106568419744,0.6277083158493042
4,0.3878430884981912,0.4062931537628174,0.13308715666570362,0.181406507268548,0.4965976314254539,0.5018773227930069
5,0.36361883352042507,0.6213649734854698,0.12929000520201586,0.19660405069589615,0.46362571394632734,0.8024931848049164
6,0.3429490881306784,0.393428236246109,0.12591051765614086,0.1718673389405012,0.43555508151886957,0.48760179430246353
7,0.3325543503754984,0.3833046853542328,0.1238761240882533,0.17289852909743786,0.42158149868722944,0.4726966768503189
8,0.3232416978115758,0.4194692485034466,0.12198162023667936,0.17117221653461456,0.4090947973980475,0.5251016616821289
9,0.31486848816669805,0.4457266107201576,0.12070206749849219,0.1751527041196823,0.3976860508401558,0.5608586594462395
10,0.3086011746021175,0.472968228161335,0.11938822951424059,0.17923839017748833,0.3892978716779638,0.5980355814099312
11,0.3016758726702796,0.43535754084587097,0.11779687313175706,0.17359128780663013,0.38009187043028536,0.54674082249403
12,0.29677868922236106,0.4240557551383972,0.11710705418908407,0.16966556757688522,0.37339495303769593,0.5323070511221886
13,0.29793755284377504,0.29013126343488693,0.11703323835024128,0.15622103959321976,0.37507828675880633,0.3468235209584236
14,0.2866836549349563,0.49431851506233215,0.11453568348020472,0.1808919683098793,0.360082502087588,0.6278132721781731
15,0.28705295364535044,0.4731196090579033,0.11463696066112745,0.17788211442530155,0.36056480678931746,0.5988283529877663
16,0.2826566924414938,0.32461538538336754,0.11379984462702716,0.15557878091931343,0.35464622561263026,0.39634353667497635
17,0.2778520143378979,0.4140137620270252,0.11278171987129898,0.17260934971272945,0.34822295755936356,0.5166032612323761
18,0.27833297308632937,0.42000655084848404,0.11287882793990392,0.17100302688777447,0.34886475199114075,0.5259219333529472
19,0.2724160970676513,0.34109728410840034,0.11195080297649222,0.16110563278198242,0.3408164575932518,0.4174996167421341
20,0.27089110012880707,0.43145477399230003,0.11110325786408293,0.17300687730312347,0.33900115114671214,0.5413929894566536
21,0.26500535180802065,0.5577300861477852,0.10973313612439645,0.18967637233436108,0.331187231200082,0.7145460247993469
22,0.2668756094007265,0.5371096357703209,0.11071881078301914,0.18679598905146122,0.33343249969381505,0.6863898560404778
23,0.2635266932624358,0.3493758887052536,0.10975892950223867,0.16050325892865658,0.3290622223306585,0.4295729547739029
24,0.25865518069141125,0.3731091581285,0.1087289512078598,0.16491287387907505,0.32255142706411855,0.46155140548944473
25,0.25734872142316173,0.3822423070669174,0.10843918263596833,0.16848216950893402,0.3208091752554374,0.47306566685438156
26,0.25987371892998457,0.44366688653826714,0.1088711019191477,0.17509567737579346,0.3242269115788596,0.5578785315155983
27,0.257148273486309,0.45023733377456665,0.10832120115479464,0.1756913773715496,0.32057284630795635,0.5670474246144295
28,0.2527234629979209,0.3675524927675724,0.10718903357468584,0.16434559226036072,0.3147415625985968,0.45383503288030624
29,0.25043249946264995,0.3799634799361229,0.10683390799732435,0.16577128693461418,0.3116233541221215,0.4709841087460518
30,0.2519598917434455,0.363673135638237,0.10736518560184373,0.16183628141880035,0.31357303104072654,0.4494185969233513
31,0.24594438273124594,0.4347373731434345,0.10568771769524252,0.17427731677889824,0.3057080046840446,0.5455343276262283
32,0.24577370029750956,0.4586302526295185,0.10565311897289816,0.17590000852942467,0.3054773107407585,0.5789732560515404
33,0.2477208196564957,0.3597867004573345,0.10622555074631852,0.16232681088149548,0.30801057042898955,0.4436371922492981
