epoch,train_loss,val_loss,train_rmse,val_rmse,train_pearson,val_pearson
0,0.7479690321734254,0.7586054325103759,0.1672395986150688,0.21385858356952667,0.9963640542657163,0.9910992622375489
1,0.7350036784516814,0.7816629409790039,0.159667474982884,0.2213328093290329,0.9810842009777194,1.0208359956741333
2,0.70252353848426,0.7143132448196411,0.16118476060634487,0.21503621339797974,0.9340377164558625,0.9273234367370605
3,0.6232114714076261,0.7852257490158081,0.15635183201709263,0.21849716305732728,0.8228042240433849,1.0271419048309327
4,0.5355875480902587,0.7300772666931152,0.14977300069141836,0.22306292057037352,0.7004498008271338,0.9464003801345825
5,0.4800812049370976,0.7416365385055542,0.14529216884167542,0.22737235426902772,0.6230797235954535,0.9610446095466614
6,0.43806776670223113,0.6179383993148804,0.1410132626272703,0.21731165945529937,0.5649030085460681,0.788652503490448
7,0.4098620642798607,0.5460740327835083,0.1376288820040618,0.20591762959957122,0.5260664857049503,0.6908932447433471
8,0.38889883745444215,0.5218734741210938,0.1342699226569122,0.2060251086950302,0.4975656097483747,0.6562583804130554
9,0.37620819370511555,0.5680744528770447,0.13260167266981143,0.20941565930843353,0.4801548876113175,0.7207835912704468
10,0.3658073558493959,0.43980700969696046,0.1305332939389726,0.18931228518486024,0.46618612551353344,0.5462406277656555
11,0.3561271478032842,0.5775339841842652,0.12886411822597746,0.20751763582229615,0.45307781578789297,0.7350896239280701
12,0.3446980947060204,0.48538626432418824,0.12694481847711572,0.19550982117652893,0.437578345688296,0.608646559715271
13,0.34075661080543984,0.46796464920043945,0.12622018791560277,0.18800663948059082,0.4322597723051976,0.5870061755180359
14,0.3369024913635612,0.5909597277641296,0.12537138629267472,0.20916920602321626,0.4271200777779163,0.7535188674926758
15,0.33258789455946625,0.5351726353168488,0.12421280817246773,0.20405935645103454,0.42145309397872066,0.6760411500930786
16,0.3240043561503361,0.5722779631614685,0.12248761794516738,0.20706298053264618,0.4099359604674326,0.7277396202087403
17,0.3216302301122549,0.4363387763500214,0.12215906129756444,0.18542419672012328,0.406686804104299,0.5429545402526855
18,0.32204028810133956,0.5312532961368561,0.12187359688427526,0.2045182317495346,0.4073935430934172,0.6702471137046814
19,0.31158282107590507,0.5115285158157349,0.11991975960177435,0.19822481870651246,0.393300301871949,0.64479660987854
20,0.3134121230230645,0.5660088777542114,0.11982023628524771,0.20399591326713562,0.39595473792071634,0.7200929999351502
21,0.30798686348216636,0.49736005663871763,0.11892431649103971,0.19710550904273988,0.38859078358036814,0.625008475780487
22,0.3023450191311993,0.47147167921066285,0.11790622907205367,0.1888795405626297,0.38097243997412666,0.5916270852088928
23,0.30398534916935954,0.38609453439712527,0.11785389990174154,0.17742222547531128,0.3833347609345342,0.4745979070663452
24,0.3027952733873761,0.433570659160614,0.11793565179960269,0.18286566734313964,0.3815997556341646,0.5400630235671997
25,0.2946255749939753,0.36235172748565675,0.11601583754092874,0.16697983741760253,0.370759753833914,0.4452396035194397
26,0.2912456968300779,0.46986740827560425,0.1154392700240086,0.1877892404794693,0.36618148608946466,0.589763057231903
27,0.29105438215072166,0.5076322019100189,0.11514123777548473,0.19720154404640197,0.36603510239874254,0.6396727323532104
28,0.2887857229636868,0.5359639525413513,0.11475453392860475,0.2035707414150238,0.3629611417161467,0.6773177146911621
29,0.28870322740693605,0.5138056933879852,0.1144925381096316,0.1993544340133667,0.36295643770638764,0.6475037336349487
30,0.2868272433398475,0.42983800172805786,0.11441551953414236,0.18130378425121307,0.3603089770800631,0.5354353904724121
31,0.2835465168729075,0.5040334403514862,0.11352922123782512,0.19573879539966582,0.35600394010543823,0.6351228713989258
32,0.27970424910106567,0.40324208736419676,0.11270007305721721,0.17921383380889894,0.3508747888842659,0.49828890562057493
