epoch,train_loss,val_loss,train_rmse,val_rmse,train_pearson,val_pearson
0,0.7496895724497501,0.7515595927834511,0.17240048181148446,0.2065325416624546,0.9965176938464807,0.9840946048498154
1,0.7431755920626083,0.7636308819055557,0.1622611530734308,0.207338847219944,0.9915724621628815,1.0009966343641281
2,0.7323328385937888,0.7500576004385948,0.16211184137647258,0.20611649751663208,0.9761606211182456,0.9821381270885468
3,0.7217635801003414,0.7510741576552391,0.16288468372896783,0.20356995053589344,0.9607369380552064,0.9846723452210426
4,0.7262417336679855,0.7478926107287407,0.16210443966981,0.21074485406279564,0.9674667174336296,0.9770635515451431
5,0.7051297900436809,0.7223160490393639,0.1611743374440655,0.20531187392771244,0.9377140219106614,0.9428581669926643
6,0.6841181537265297,0.6968734934926033,0.16093724727068306,0.20179067365825176,0.9078024801968029,0.9080281928181648
7,0.6480375037253278,0.6330572962760925,0.16035852895217872,0.1973992921411991,0.8565072589700327,0.8187436908483505
8,0.6086343974812226,0.6904490888118744,0.15704111380022276,0.19962404109537601,0.8016406145860564,0.8997765332460403
9,0.5722786083161456,0.7792598903179169,0.1531891424513463,0.20890707708895206,0.7513567786546623,1.022658757865429
10,0.5412162185277579,0.8114188686013222,0.14949103215205595,0.21600392274558544,0.708569089196763,1.0655509382486343
11,0.5127224421726083,0.8224810436367989,0.1465666502620439,0.22390936687588692,0.6691191335144283,1.0779536813497543
12,0.4870391306262346,0.7710571065545082,0.14334065148478034,0.21219133771955967,0.6338138647799222,1.0095253810286522
13,0.46335338890177646,0.7962323278188705,0.140716127582691,0.2188406866043806,0.6011050169198018,1.042636401951313
14,0.4407883556383961,0.7999955862760544,0.13751542439344544,0.21630406193435192,0.5702461560942093,1.0490931496024132
15,0.4232485351510018,0.7660212367773056,0.13511963533061855,0.21417075209319592,0.5462198289310407,1.0014648735523224
16,0.41211047506182447,0.774944357573986,0.1332282710984443,0.21452856808900833,0.5311219501045515,1.0140627175569534
17,0.3924559452248819,0.8120764568448067,0.13009270465692635,0.2265045177191496,0.504395342847836,1.0619442611932755
18,0.38623792992073036,0.7400284186005592,0.12914005732573802,0.21038584224879742,0.4959214357834942,0.9659584313631058
19,0.3712475412296799,0.7478853911161423,0.12642286502340305,0.21439673751592636,0.4756774922961709,0.9754396229982376
20,0.3622933584001829,0.7969885766506195,0.12488422034390317,0.22582867927849293,0.4635485534398061,1.0406628251075745
21,0.3542187801509533,0.7406016141176224,0.12354098867226697,0.21138761937618256,0.45259159934595694,0.9663280546665192
22,0.3428234063416907,0.7276252433657646,0.12114500964306435,0.21240402944386005,0.43734775099364465,0.9473422914743423
